effective_from,effective_to,event_date,event_type,expected_channel,note,scope,severity,source_url
,,2021-02-01,tet_proximity,premium_spike,Tết proximity (Tết 2021: 2021-02-12),domestic_vietnam,low,
,,2021-02-02,tet_proximity,premium_spike,Tết proximity (Tết 2021: 2021-02-12),domestic_vietnam,low,
,,2021-02-03,tet_proximity,premium_spike,Tết proximity (Tết 2021: 2021-02-12),domestic_vietnam,medium,
,,2021-02-04,tet_proximity,premium_spike,Tết proximity (Tết 2021: 2021-02-12),domestic_vietnam,medium,
,,2021-02-05,tet_proximity,premium_spike,Tết proximity (Tết 2021: 2021-02-12),domestic_vietnam,medium,
,,2021-02-06,tet_proximity,premium_spike,Tết proximity (Tết 2021: 2021-02-12),domestic_vietnam,medium,
,,2021-02-07,tet_proximity,premium_spike,Tết proximity (Tết 2021: 2021-02-12),domestic_vietnam,high,
,,2021-02-08,tet_proximity,premium_spike,Tết proximity (Tết 2021: 2021-02-12),domestic_vietnam,high,
,,2021-02-09,tet_proximity,premium_spike,Tết proximity (Tết 2021: 2021-02-12),domestic_vietnam,high,
,,2021-02-10,tet_proximity,premium_spike,Tết proximity (Tết 2021: 2021-02-12),domestic_vietnam,high,
,,2021-02-11,tet_proximity,premium_spike,Tết proximity (Tết 2021: 2021-02-12),domestic_vietnam,high,
,,2021-02-12,tet_proximity,premium_spike,Tết proximity (Tết 2021: 2021-02-12),domestic_vietnam,high,
,,2022-01-18,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,low,
,,2022-01-19,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,low,
,,2022-01-20,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,low,
,,2022-01-21,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,low,
,,2022-01-22,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,low,
,,2022-01-23,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,medium,
,,2022-01-24,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,medium,
,,2022-01-25,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,medium,
,,2022-01-26,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,medium,
,,2022-01-27,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,high,
,,2022-01-28,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,high,
,,2022-01-29,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,high,
,,2022-01-30,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,high,
,,2022-01-31,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,high,
,,2022-02-01,tet_proximity,premium_spike,Tết proximity (Tết 2022: 2022-02-01),domestic_vietnam,high,
,,2023-01-08,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,low,
,,2023-01-09,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,low,
,,2023-01-10,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,low,
,,2023-01-11,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,low,
,,2023-01-12,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,low,
,,2023-01-13,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,medium,
,,2023-01-14,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,medium,
,,2023-01-15,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,medium,
,,2023-01-16,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,medium,
,,2023-01-17,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,high,
,,2023-01-18,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,high,
,,2023-01-19,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,high,
,,2023-01-20,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,high,
,,2023-01-21,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,high,
,,2023-01-22,tet_proximity,premium_spike,Tết proximity (Tết 2023: 2023-01-22),domestic_vietnam,high,
,,2024-01-27,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,low,
,,2024-01-28,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,low,
,,2024-01-29,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,low,
,,2024-01-30,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,low,
,,2024-01-31,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,low,
,,2024-02-01,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,medium,
,,2024-02-02,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,medium,
,,2024-02-03,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,medium,
,,2024-02-04,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,medium,
,,2024-02-05,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,high,
,,2024-02-06,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,high,
,,2024-02-07,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,high,
,,2024-02-08,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,high,
,,2024-02-09,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,high,
,,2024-02-10,tet_proximity,premium_spike,Tết proximity (Tết 2024: 2024-02-10),domestic_vietnam,high,
,,2025-01-15,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,low,
,,2025-01-16,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,low,
,,2025-01-17,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,low,
,,2025-01-18,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,low,
,,2025-01-19,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,low,
,,2025-01-20,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,medium,
,,2025-01-21,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,medium,
,,2025-01-22,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,medium,
,,2025-01-23,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,medium,
,,2025-01-24,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,high,
,,2025-01-25,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,high,
,,2025-01-26,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,high,
,,2025-01-27,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,high,
,,2025-01-28,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,high,
,,2025-01-29,tet_proximity,premium_spike,Tết proximity (Tết 2025: 2025-01-29),domestic_vietnam,high,
,,2026-02-03,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,low,
,,2026-02-04,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,low,
,,2026-02-05,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,low,
,,2026-02-06,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,low,
,,2026-02-07,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,low,
,,2026-02-08,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,medium,
,,2026-02-09,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,medium,
,,2026-02-10,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,medium,
,,2026-02-11,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,medium,
,,2026-02-12,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,high,
,,2026-02-13,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,high,
,,2026-02-14,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,high,
,,2026-02-15,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,high,
,,2026-02-16,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,high,
,,2026-02-17,tet_proximity,premium_spike,Tết proximity (Tết 2026: 2026-02-17),domestic_vietnam,high,
,,2011-02-07,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2011,domestic_vietnam,high,
,,2012-01-27,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2012,domestic_vietnam,high,
,,2013-02-14,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2013,domestic_vietnam,high,
,,2014-02-03,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2014,domestic_vietnam,high,
,,2015-02-23,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2015,domestic_vietnam,high,
,,2016-02-12,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2016,domestic_vietnam,high,
,,2017-02-01,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2017,domestic_vietnam,high,
,,2018-02-20,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2018,domestic_vietnam,high,
,,2019-02-09,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2019,domestic_vietnam,high,
,,2020-01-29,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2020,domestic_vietnam,high,
,,2021-02-16,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2021,domestic_vietnam,high,
,,2022-02-05,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2022,domestic_vietnam,high,
,,2023-01-26,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2023,domestic_vietnam,high,
,,2024-02-14,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2024,domestic_vietnam,high,
,,2025-02-02,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2025,domestic_vietnam,high,
,,2026-02-21,than_tai,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2026,domestic_vietnam,high,
2024-03-15,2024-03-25,2024-03-15,policy_auction,premium_spike,NHNN restarts gold auctions after 10+ year hiatus to narrow domestic premium,domestic_vietnam,high,https://www.sbv.gov.vn/
2024-04-03,2024-12-31,2024-04-03,policy_import,safe_haven_buy,Industry calls for eased import restrictions to increase gold liquidity,domestic_vietnam,medium,https://www.sbv.gov.vn/
2023-06-15,2023-12-31,2023-06-15,policy_inspection,safe_haven_buy,Market inspection operations tighten supply chains,domestic_vietnam,medium,
2022-03-08,2022-06-30,2022-03-08,geopolitical_crisis,safe_haven_buy,Russia-Ukraine war breakout - safe haven gold surge,global,high,
2020-03-16,2020-06-30,2020-03-16,financial_crisis,safe_haven_buy,COVID-19 global market crash - unprecedented volatility,global,high,
2011-07-06,2011-12-31,2011-07-06,financial_crisis,safe_haven_buy,"Eurozone debt crisis, gold all-time high in USD",global,high,
2016-11-01,2017-03-31,2016-11-01,policy_rate_increase,safe_haven_buy,SBV interest rate tightening cycle begins,domestic_vietnam,low,https://www.sbv.gov.vn/
,,2011-01-01,eurozone_crisis,safe_haven_buy,Eurozone sovereign debt crisis,global,high,
,,2011-02-01,eurozone_crisis,safe_haven_buy,Eurozone sovereign debt crisis,global,high,
,,2011-03-01,eurozone_crisis,safe_haven_buy,Eurozone sovereign debt crisis,global,high,
,,2011-04-01,eurozone_crisis,safe_haven_buy,Eurozone sovereign debt crisis,global,high,
,,2011-05-01,eurozone_crisis,safe_haven_buy,Eurozone sovereign debt crisis,global,high,
,,2011-06-01,eurozone_crisis,safe_haven_buy,Eurozone sovereign debt crisis,global,high,
,,2011-07-01,eurozone_crisis,safe_haven_buy,Eurozone sovereign debt crisis,global,high,
,,2011-08-01,eurozone_crisis,safe_haven_buy,Eurozone sovereign debt crisis,global,high,
,,2011-09-01,eurozone_crisis,safe_haven_buy,Eurozone sovereign debt crisis,global,high,
,,2011-10-01,eurozone_crisis,safe_haven_buy,Eurozone sovereign debt crisis,global,high,
,,2011-11-01,eurozone_crisis,safe_haven_buy,Eurozone sovereign debt crisis,global,high,
,,2011-12-01,eurozone_crisis,safe_haven_buy,Eurozone sovereign debt crisis,global,high,
,,2016-06-24,geopolitical_crisis,safe_haven_buy,Brexit vote,global,medium,
,,2016-07-24,geopolitical_crisis,safe_haven_buy,Brexit vote,global,medium,
,,2016-08-24,geopolitical_crisis,safe_haven_buy,Brexit vote,global,medium,
,,2016-09-24,geopolitical_crisis,safe_haven_buy,Brexit vote,global,medium,
,,2016-10-24,geopolitical_crisis,safe_haven_buy,Brexit vote,global,medium,
,,2016-11-24,geopolitical_crisis,safe_haven_buy,Brexit vote,global,medium,
,,2016-12-24,geopolitical_crisis,safe_haven_buy,Brexit vote,global,medium,
,,2020-02-20,financial_crisis,safe_haven_buy,COVID-19 market crash,global,high,
,,2020-03-20,financial_crisis,safe_haven_buy,COVID-19 market crash,global,high,
,,2020-04-20,financial_crisis,safe_haven_buy,COVID-19 market crash,global,high,
,,2022-02-24,geopolitical_crisis,safe_haven_buy,Russia-Ukraine war,global,high,
,,2022-03-24,geopolitical_crisis,safe_haven_buy,Russia-Ukraine war,global,high,
,,2022-04-24,geopolitical_crisis,safe_haven_buy,Russia-Ukraine war,global,high,
,,2022-05-24,geopolitical_crisis,safe_haven_buy,Russia-Ukraine war,global,high,
,,2022-06-24,geopolitical_crisis,safe_haven_buy,Russia-Ukraine war,global,high,
,,2022-07-24,geopolitical_crisis,safe_haven_buy,Russia-Ukraine war,global,high,
,,2022-08-24,geopolitical_crisis,safe_haven_buy,Russia-Ukraine war,global,high,
,,2022-09-24,geopolitical_crisis,safe_haven_buy,Russia-Ukraine war,global,high,
,,2022-06-01,financial_stress,safe_haven_buy,Global tightening cycle,global,medium,
,,2022-07-01,financial_stress,safe_haven_buy,Global tightening cycle,global,medium,
,,2022-08-01,financial_stress,safe_haven_buy,Global tightening cycle,global,medium,
,,2022-09-01,financial_stress,safe_haven_buy,Global tightening cycle,global,medium,
,,2022-10-01,financial_stress,safe_haven_buy,Global tightening cycle,global,medium,
,,2022-11-01,financial_stress,safe_haven_buy,Global tightening cycle,global,medium,
,,2022-12-01,financial_stress,safe_haven_buy,Global tightening cycle,global,medium,
,,2023-01-01,financial_stress,safe_haven_buy,Global tightening cycle,global,medium,
,,2023-03-01,banking_stress,safe_haven_buy,SVB / regional banking crisis,global,medium,
,,2023-04-01,banking_stress,safe_haven_buy,SVB / regional banking crisis,global,medium,
,,2023-05-01,banking_stress,safe_haven_buy,SVB / regional banking crisis,global,medium,
,,2023-06-01,banking_stress,safe_haven_buy,SVB / regional banking crisis,global,medium,
,,2024-10-01,geopolitical_crisis,safe_haven_buy,Middle East tensions,global,medium,
,,2024-11-01,geopolitical_crisis,safe_haven_buy,Middle East tensions,global,medium,
,,2024-12-01,geopolitical_crisis,safe_haven_buy,Middle East tensions,global,medium,
,,2025-01-01,geopolitical_crisis,safe_haven_buy,Middle East tensions,global,medium,
